,tweet,language
3113,rt congress burning candle ways bjp spokesperson congress response change vaccine policy,en
3114,pm,en
3115,rt,hi
3116,pm,en
3117,rt,hi
3118,pm,en
3119,,hi
3120,,hi
3121,pm sh,hi
3122,,hi
3123,,hi
3124,,hi
3125,,hi
3126,,hi
3127,,hi
3128,,hi
3129,,hi
3130,,hi
3131,live pm shri address nation,en
3132,prime minister sh ji address nation today pm,en
3133,last years alone increase medical college seats addition seats since number aiims increased aiims sanctioned last years,en
3134,ensuring access affordable medicines jan aushadhi outlets selling generic medicines surgical equipment across india affordable prices led savings approx rs crore indian citizens,en
3135,expanding health insurance vulnerable citizens creating digital health id citizens round medical care taken vulnerable citizens modi government,en
3136,ayushman bharat providing health insurance vulnerable sections society crore free treatments availed pm jan arogya yojana crore ayushman cards issued enable poorest citizens avail unto rs lakh health insurance,en
3137,happy birthday ji may god bless folded hands,en
3138,pm aatmanirbhar swasth bharat yojana launched improve health infrastructure outlay rs crore aims develop capacities primary secondary tertiary healthcare systems,en
3139,rt,hi
3140,beyond words describe gory scenes bengal violence,en
3141,rt kejriwal model mismanagement,in
3142,superspreader folded hands,hi
3143,rt bjp b c e f b c e f,hi
3144,rt b c advertisement b blame c credit drama e excuse,und
3145,rt,hi
3146,rt,hi
3147,rt,hi
3148,rt,hi
3149,rt,hi
3150,rt live dr addresses press conference,en
3151,hold important pc today pm big expose arvind kejriwal also expose politics b c e f tune pls,en
3152,,hi
3153,new education policy strengthen higher education,en
3154,new education policy aimed ensuring universal access quality education levels schooling provides enough room students learn pace,en
3155,education empowerment schools nurtured model line nep new sainik schools set eklavya model residential schools opened tribal arears,en
3156,india emerged one largest start ecosystems world start ups recognised government,en
3157,happy birthday smt ji may always stay blessed folded hands,en
3158,pm,en
3159,pm,en
3160,pm,en
3161,pm,en
3162,rt,hi
3163,rt,hi
3164,rt,hi
3165,rt live shri addresses press conference,en
3166,rapid rise green energy india track gw renewable energy capacity work towards gw,en
3167,till airports access solar power today number crossed mark energy efficiency used led lights airports pm,en
3168,provided crore led bulbs lakh energy efficient fans nation similarly gases ujjwala yojana electricity saubhagya yojana helped reduced pollution helping health women children pm,en
3169,last years capacity renewable energy grown installed capacity india among top countries world last six years solar energy increased times pm,en
3170,one sun one world one grid international solar alliance coalition disaster resilient infrastructure,und
3171,,hi
3172,till average ethanol blending done today reached nearly india purchased crore litres ethanol today number stands crore litres nearly times higher pm,en
3173,look closely years ago discussion ethanol india rare ethanol connected india st century priorities helping environment well lives farmers pledged complete ethanol blending petrol till,en
3174,,hi
3175,pm shri launches ethanol based initiatives,en
3176,pamphlet tmc ordering shops sell bjp karyakartas translates,en
3177,intolerance fascism sadly mamata baneerjee today become epitome murder atrocities amp violence,en
3178,folded hands,hi
3179,rt reviewed india vaccination drive including steps taken assist vaccine manufacturers need furthe,en
3180,rt tomorrow th june take part world environment programme theme promotion biofuels,en
3181,wishing sh ji birthday may blessed great life ahead folded hands,en
3182,dpiit,hi
3183,rt,hi
3184,,hi
3185,science technology csir institutional arrangement,hi
3186,,hi
3187,,hi
3188,,hi
3189,rt addressing csir society meeting,en
3190,rt foul mouthed spokesperson opposition show level indian opposition n,en
3191,,hi
3192,,hi
3193,positive practical negative thoughts difficulty challenge,hi
3194,addressing karyakartas state sponsored violence west bengal grateful union minister sh ji presence better karyakartas kerala would understand killing fields political violence endured,en
3195,addressing respected karyakartas post poll violence west bengal amp awareness needs created across nation state sponsored violence,en
3196,rt,hi
3197,,hi
3198,,hi
3199,rt,hi
3200,rt,hi
3201,rt,hi
3202,rt,hi
3203,rt,hi
3204,rt,hi
3205,rt live dr addresses press conference,en
3206,jal jeevan mission urban raising quality urban life water accessibility crore urban households targeted similar number households equipped proper sewage connections,en
3207,tax taxing matter pre filling various itr forms ensures easy return filling experience e filing e processing ensure quicker refunds issue orders notices summons letter etc centralized system,en
3208,easing compliance related worries pandemic various direct tax related deadlines extended well several gst related relief measures brought,en
3209,improving ease living citizens priority pm modi led government since day one delivering toilets bank accounts electricity water connections govt consistently trying enhance quality livelihood indians,en
3210,rt organised vc post poll violence west bengal hon ble cm along hon ble ministers mps mlas abh,en
3211,rt amp,te
3212,rt,te
3213,folded hands,hi
3214,rt attended webinar addressed national spokesperson state sponsored post poll violence p,en
3215,addressing karyakartas today post poll violence west bengal genesis solutions prabhari ap shri ji also present occasion together pledged stand every karyakarta west bengal,en
3216,rt attended bjp manipur video conference post poll violence west bengal meeting attended,en
3217,genesis corona amp cyclone found backhand index pointing,en
3218,arrested amp names identified surely spared without strictest punishment,en
3219,covid,hi
3220,culprits brutally attacked doctor assam identified name shame,en
3221,rt far following culprits identified md kamaruddin md jainal uddin rehanuddin saidul alam,in
3222,addressing pradesh post poll violence west bengal amp state sponsored violence perpetrated mamata baneerjee govt pledged stand solidarity karyakarta west bengal,en
3223,wishing governor smt ji birthday may mahaprabhu jagannath continue bless folded hands,en
3224,redefining ease business labour laws simplified laws simplified codes greater ease compliance provided social security net gig workers,en
3225,redefining ease business passing bilateral netting financial contracts act modi government opened locked capital financial institutions lending also helping evaluation real time financial risks,en
3226,india private sector played vital role nation economic growth modi government proclaimed private sector importance also enabled hospitable environment multi sectoral growth,en
3227,rt,hi
3228,vedio conference,hi
3229,india jumped positions sit rd rank ease business rankings upward surge brought several key reforms modi government,en
3230,rt spoke video conference organised harassment bjp karyakartas west bengal victims bengal vio,en
3231,rt government india decided cancel class xii cbse board exams extensive consultations taken,en
3232,rt,hi
3233,rt osd,hi
3234,rt,hi
3235,shameless congi aim attack modi ji amp demean image india vaccine bahar kyo bheja vaccine bahar kyo nahi bheja always congress ultimately exposed,en
3236,rt vs,hi
3237,rt,hi
3238,several initiatives govt helped swachh bharat abhiyan free treatment facilities ayushman bharat gas cylinders ujjwala scheme increased strength people fight corona,en
3239,pm gareeb kalyan anna yojana supporting needy covid crisis crore beneficiaries provided addition woodgrains kg per person per month free cost lmt food grains provided amounting rs crore,en
3240,modi govt providing support needy pandemic pm gareeb kalyan yojana crore people received financial assistance rs crore rs front loaded crore farmers pm kisan,en
3241,live illusion exemptions come medicines mantra maintaining caution even medication pm shri warns laxity vaccination,en
3242,pm modi authorised key decisions ease people lives pandemic relief measures taxpayers gst law announced indigenously developed ant ciovid drug dg develop made available affordable price,en
3243,within year first covid case reported india world largest vaccination drive launched january crore doses administered till crore receiving doses crore receiving first dose,en
3244,,hi
3245,pm shri talks frontline worker covid mann ki baat april,en
3246,world largest vaccination programme going full swing crore vaccine doses administered vaccination centres india one fastest vaccinating countries world,en
3247,pm shri authorised financial support states local governments rs crore released panchayats states untied grants released nd monthly instalment pdrd grant rs crore year states,en
